file_name,ROI,root_tips,branch_points,length_mm,branching_freq_mm-1,network_area_mm2,mean_diameter_mm,median_diameter_mm,max_diameter_mm,perimeter_mm,volume_mm3,SA_mm2
ero_tri_4.jpg,roi_8,69,71,194.847,0.364,101.269,0.63,0.542,2.096,330.589,77.479,387.732
ero_tri_5.jpg,roi_8,60,56,224.875,0.249,125.546,0.656,0.599,2.711,402.316,98.882,466.372
lin_per_1.jpg,roi_8,102,98,188.008,0.521,75.052,0.489,0.423,2.046,321.109,50.67,294.203
lin_per_2.jpg,roi_8,218,258,512.12,0.504,268.817,0.679,0.616,2.82,811.05,245.465,1101.896
lin_per_3.jpg,roi_8,319,395,824.032,0.479,382.689,0.57,0.535,1.796,1354.133,261.622,1490.647
lin_per_4.jpg,roi_8,238,296,611.969,0.484,241.039,0.483,0.456,1.618,1027.67,141.144,930.812
lin_per_5.jpg,roi_8,162,232,474.252,0.489,201.068,0.538,0.494,1.582,760.73,132.917,802.76
car_otr_3.jpg,roi_8,601,1155,823.94,1.402,158.855,0.331,0.254,2.422,1086.772,121.304,854.923
car_otr_4.jpg,roi_8,287,373,413.748,0.902,133.313,0.463,0.423,1.903,583.283,100.685,608.542
car_otr_5.jpg,roi_8,362,560,501.114,1.118,153.487,0.513,0.339,2.046,628.345,178.85,818.737
cer_arv_3.jpg,roi_8,203,301,489.583,0.615,221.93,0.646,0.456,1.982,700.374,250.543,1000.775
pet_axi_3.jpg,roi_8,130,140,263.94,0.53,127.58,0.597,0.568,1.745,424.846,99.997,503.144
pet_axi_5.jpg,roi_8,177,215,377.579,0.569,184.46,0.635,0.535,2.048,580.835,165.405,761.307
pon_mac_2.jpg,roi_8,56,94,295.152,0.318,69.57,0.286,0.254,1.197,537.775,24.732,263.501
pon_mac_3.jpg,roi_8,78,112,255.235,0.439,71.378,0.347,0.339,1.136,445.375,30.58,276.436
pon_mac_4.jpg,roi_8,46,68,211.655,0.321,79.045,0.436,0.423,1.101,377.66,38.501,289.536
sal_scl_1.jpg,roi_8,99,135,343.134,0.393,134.057,0.474,0.349,1.597,599.58,86.094,510.54
sal_scl_3.jpg,roi_8,87,119,325.087,0.366,139.726,0.525,0.423,1.629,562.309,95.46,532.659
sal_scl_2.jpg,roi_8,71,107,333.719,0.321,119.111,0.428,0.359,1.557,595.133,64.654,447.059
sal_scl_4.jpg,roi_8,102,130,342.809,0.379,114.412,0.388,0.379,0.947,618.771,51.731,418.735
sal_scl_5.jpg,roi_8,81,107,355.465,0.301,133.077,0.429,0.423,1.314,653.266,65.158,479.075
sci_hol_2.jpg,roi_8,276,550,431.366,1.275,85.797,0.307,0.189,1.212,621.513,52.637,415.826
sci_hol_3.jpg,roi_8,287,593,464.551,1.277,82.512,0.28,0.239,1.273,670.985,42.781,404.024
sci_hol_4.jpg,roi_8,334,652,643.956,1.012,148.175,0.352,0.254,1.702,943.152,102.517,705.212
sci_hol_5.jpg,roi_8,256,380,409.696,0.928,116.36,0.395,0.305,1.609,617.921,79.488,516.057
the_mon_2.jpg,roi_8,60,72,231.745,0.311,212.534,1.159,1.13,3.602,367.021,315.317,840.551
the_mon_4.jpg,roi_8,71,73,222.038,0.329,203.496,1.427,1.32,4.911,283.906,529.873,1000.265
the_mon_5.jpg,roi_8,119,141,416.92,0.338,377.347,1.406,1.212,4.456,522.36,930.291,1850.038
